,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,ORB,PF,PLAYER_NAME,PTS,Pos,STL,TOV,TRB,Tm,eFG%
916,1.0,.552,1.9,0.0,,0.0,0.3,31,0.3,1.7,1.0,.552,1.9,0.7,.647,1.1,47,0,NBA,8.9,1.0,1.2,Matt Jones ,2.7,PF,0.2,0.7,2.7,DET,.552
917,0.0,.000,0.4,0.9,.400,2.1,0.4,24,0.0,0.9,0.9,.333,2.6,0.3,1.000,0.3,7,0,NBA,9.1,0.1,1.1,Gian Clavell ,2.9,SG,0.3,0.3,1.0,DAL,.500
918,1.7,.562,3.0,0.5,.289,1.9,0.7,22,0.2,1.3,2.2,.455,4.8,0.7,.627,1.2,44,14,NBA,12.2,0.8,1.7,Donatas Motiejunas ,5.7,PF,0.2,0.8,2.1,HOU,.512
919,1.8,.519,3.4,0.3,.250,1.4,0.5,23,0.3,2.7,2.1,.443,4.8,0.9,.604,1.5,62,3,NBA,15.4,1.0,2.1,Donatas Motiejunas ,5.5,PF,0.3,0.8,3.6,HOU,.478
920,4.3,.536,8.0,0.7,.368,1.9,1.8,24,0.5,4.0,5.0,.504,9.9,1.4,.602,2.3,71,62,NBA,28.7,1.9,2.9,Donatas Motiejunas ,12.0,PF,0.8,1.7,5.9,HOU,.539
921,2.0,.500,4.0,0.4,.281,1.5,1.1,25,0.1,1.9,2.4,.439,5.5,0.9,.642,1.4,37,22,NBA,14.8,1.0,1.9,Donatas Motiejunas ,6.2,PF,0.5,1.2,2.9,HOU,.478
922,1.4,.505,2.7,0.3,.234,1.4,0.9,26,0.3,2.2,1.7,.413,4.1,0.7,.510,1.4,34,0,NBA,14.1,0.8,1.6,Donatas Motiejunas ,4.4,PF,0.5,0.9,3.0,NOP,.453
923,0.4,.400,0.9,0.3,.600,0.6,0.2,23,0.0,0.6,0.7,.475,1.5,0.4,.667,0.6,27,1,NBA,7.0,0.2,0.7,Treveon Graham ,2.1,SG,0.2,0.1,0.8,CHO,.588
924,3.1,.423,7.3,1.1,.416,2.7,4.5,21,0.2,2.0,4.2,.421,10.1,1.2,.704,1.7,80,47,NBA,28.8,0.4,2.9,Deron Williams ,10.8,PG,0.8,1.8,2.4,UTA,.478
925,5.2,.498,10.4,1.0,.322,3.2,9.3,22,0.2,2.8,6.2,.456,13.5,2.8,.767,3.7,80,80,NBA,36.9,0.5,3.2,Deron Williams ,16.2,PG,1.0,3.1,3.3,UTA,.494
926,5.9,.533,11.1,1.0,.395,2.6,10.5,23,0.3,2.5,6.9,.507,13.6,4.0,.803,5.0,82,82,NBA,37.3,0.4,2.4,Deron Williams ,18.8,PG,1.1,3.4,3.0,UTA,.544
927,5.8,.518,11.1,1.0,.310,3.3,10.7,24,0.3,2.5,6.8,.471,14.5,4.8,.849,5.6,68,68,NBA,36.8,0.4,2.0,Deron Williams ,19.4,PG,1.1,3.4,2.9,UTA,.506
928,5.2,.501,10.4,1.3,.371,3.4,10.5,25,0.2,3.3,6.5,.469,13.9,4.4,.801,5.5,76,76,NBA,36.9,0.7,2.7,Deron Williams ,18.7,PG,1.3,3.3,4.0,UTA,.515
929,5.0,.491,10.1,1.6,.331,4.9,10.3,26,0.2,3.4,6.6,.439,15.0,5.4,.845,6.3,65,65,NBA,37.9,0.6,2.9,Deron Williams ,20.1,PG,1.2,3.5,4.0,TOT,.493
930,5.3,.511,10.3,1.7,.345,4.9,9.7,26,0.2,3.3,7.0,.458,15.2,5.7,.853,6.7,53,53,NBA,37.9,0.6,2.9,Deron Williams ,21.3,PG,1.2,3.5,3.9,UTA,.513
931,3.6,.391,9.2,1.3,.271,4.9,12.8,26,0.3,3.9,4.9,.349,14.1,3.8,.793,4.8,12,12,NBA,38.0,0.7,3.2,Deron Williams ,15.0,PG,1.3,3.6,4.6,NJN,.396
932,5.0,.446,11.3,2.1,.336,6.2,8.7,27,0.4,2.9,7.1,.407,17.5,4.7,.843,5.5,55,55,NBA,36.3,0.4,2.2,Deron Williams ,21.0,PG,1.2,4.0,3.3,NJN,.467
933,4.2,.482,8.7,2.2,.378,5.7,7.7,28,0.4,2.6,6.3,.440,14.4,4.1,.859,4.7,78,78,NBA,36.4,0.4,2.5,Deron Williams ,18.9,PG,1.0,2.8,3.0,BRK,.516
934,3.5,.500,7.0,1.5,.366,4.2,6.1,29,0.2,2.4,5.0,.450,11.2,2.7,.801,3.4,64,58,NBA,32.2,0.2,2.3,Deron Williams ,14.3,PG,1.5,2.2,2.6,BRK,.518
935,3.1,.395,7.9,1.3,.367,3.5,6.6,30,0.3,3.1,4.4,.387,11.3,3.0,.834,3.5,68,55,NBA,31.1,0.4,2.3,Deron Williams ,13.0,PG,0.9,2.3,3.5,BRK,.443
936,3.4,.454,7.6,1.5,.344,4.3,5.8,31,0.2,2.6,4.9,.414,11.9,2.8,.869,3.2,65,63,NBA,32.4,0.3,2.4,Deron Williams ,14.1,PG,0.9,2.3,2.9,DAL,.477
937,2.8,.486,5.7,1.3,.363,3.7,5.6,32,0.1,2.1,4.1,.438,9.4,1.4,.826,1.7,64,44,NBA,25.9,0.2,2.2,Deron Williams ,11.0,PG,0.5,2.2,2.3,TOT,.509
938,3.3,.485,6.8,1.6,.348,4.5,6.9,32,0.1,2.2,4.9,.430,11.3,1.7,.821,2.1,40,40,NBA,29.3,0.3,2.4,Deron Williams ,13.1,PG,0.6,2.5,2.6,DAL,.500
939,1.9,.489,3.9,0.9,.415,2.2,3.6,32,0.3,1.8,2.8,.463,6.1,0.9,.840,1.0,24,4,NBA,20.3,0.0,1.8,Deron Williams ,7.5,PG,0.3,1.7,1.9,CLE,.537
940,10.1,.499,20.2,0.0,.000,0.0,3.2,22,1.8,10.2,10.1,.498,20.3,3.8,.670,5.7,77,,ABA,39.9,5.4,4.3,Matt Barnes ,24.0,PF,1.2,4.0,15.6,SSL,.498
941,10.1,.504,20.1,0.0,.273,0.2,2.2,23,2.0,6.9,10.2,.503,20.2,3.7,.740,5.1,67,,ABA,37.1,3.9,4.1,Matt Barnes ,24.1,PF,1.9,3.4,10.8,SSL,.504
942,3.8,.447,8.5,,,,0.8,24,0.6,3.5,3.8,.447,8.5,2.0,.679,2.9,53,,NBA,18.7,1.3,2.6,Matt Barnes ,9.6,PF,0.7,,4.8,DET,.447
943,4.7,.422,11.0,,,,2.3,25,1.4,5.1,4.7,.422,11.0,2.1,.703,3.0,60,,NBA,27.4,2.3,4.0,Matt Barnes ,11.4,PF,1.1,2.3,7.3,TOT,.422
944,4.4,.449,9.8,,,,1.6,25,0.9,5.3,4.4,.449,9.8,1.2,.483,2.4,12,,NBA,22.4,2.3,3.6,Matt Barnes ,10.0,PF,0.6,2.4,7.6,DET,.449
945,4.7,.416,11.3,,,,2.4,25,1.5,5.0,4.7,.416,11.3,2.4,.745,3.2,48,,NBA,28.7,2.2,4.1,Matt Barnes ,11.8,PF,1.2,2.2,7.3,BUF,.416
946,3.5,.491,7.1,,,,1.4,26,1.0,3.2,3.5,.491,7.1,1.1,.652,1.7,38,,NBA,20.9,1.5,3.8,Matt Barnes ,8.1,PF,1.0,1.8,4.7,BOS,.491
947,1.2,.400,3.0,0.0,,0.0,0.9,27,0.6,2.2,1.2,.400,3.0,0.8,.500,1.6,20,,NBA,14.4,1.7,2.6,Matt Barnes ,3.2,PF,0.3,0.9,3.9,SDC,.400
948,1.0,.333,3.0,0.2,.231,1.0,1.1,28,0.0,0.8,1.2,.308,4.0,0.6,.800,0.8,13,0,NBA,9.6,0.0,1.4,Norris Cole ,3.3,PG,0.6,0.5,0.8,OKC,.337
949,5.0,.491,10.1,1.6,.331,4.9,10.3,26,0.2,3.4,6.6,.439,15.0,5.4,.845,6.3,65,65,NBA,37.9,0.6,2.9,Derrick Williams ,20.1,PG,1.2,3.5,4.0,TOT,.493
950,5.3,.511,10.3,1.7,.345,4.9,9.7,26,0.2,3.3,7.0,.458,15.2,5.7,.853,6.7,53,53,NBA,37.9,0.6,2.9,Derrick Williams ,21.3,PG,1.2,3.5,3.9,UTA,.513
951,3.6,.391,9.2,1.3,.271,4.9,12.8,26,0.3,3.9,4.9,.349,14.1,3.8,.793,4.8,12,12,NBA,38.0,0.7,3.2,Derrick Williams ,15.0,PG,1.3,3.6,4.6,NJN,.396
952,1.8,.470,3.9,1.6,.412,4.0,2.0,24,0.1,2.4,3.5,.440,7.9,1.9,.842,2.2,17,8,NBA,29.2,0.3,2.2,Yogi Ferrell ,10.5,SG,0.9,1.4,2.7,DAL,.545
953,0.8,.316,2.4,1.0,.403,2.6,1.8,22,0.0,1.6,1.8,.361,5.0,0.6,.824,0.7,24,0,NBA,14.3,0.3,1.0,Dahntay Jones ,5.2,PG,0.5,0.7,1.8,TOT,.466
954,0.4,.267,1.4,0.9,.345,2.6,1.2,22,0.0,1.0,1.3,.318,4.0,1.0,.846,1.2,11,0,NBA,11.9,0.2,0.6,Dahntay Jones ,4.5,PG,0.6,0.5,1.2,NJN,.432
955,1.1,.333,3.2,1.2,.455,2.5,2.2,22,0.0,2.1,2.2,.387,5.8,0.2,.750,0.3,13,0,NBA,16.4,0.3,1.2,Dahntay Jones ,5.8,PG,0.5,0.9,2.4,BOS,.487
956,0.7,.415,1.7,0.7,.360,2.1,1.7,23,0.0,0.8,1.5,.385,3.8,0.6,.667,0.9,55,1,NBA,11.1,0.2,0.6,Dahntay Jones ,4.2,PG,0.3,0.7,1.0,TOT,.483
957,1.1,.452,2.4,0.8,.478,1.8,3.0,23,0.0,1.2,1.9,.463,4.2,0.5,.778,0.7,13,1,NBA,15.1,0.0,1.0,Dahntay Jones ,5.2,PG,0.5,1.2,1.2,GSW,.565
958,0.6,.397,1.5,0.7,.330,2.2,1.4,23,0.0,0.6,1.3,.357,3.7,0.6,.641,0.9,42,0,NBA,9.9,0.3,0.5,Dahntay Jones ,3.9,PG,0.3,0.6,0.9,DAL,.455
959,1.2,.465,2.6,1.2,.364,3.3,3.2,24,0.0,1.5,2.4,.409,5.9,0.5,.712,0.7,71,10,NBA,19.9,0.2,0.8,Dahntay Jones ,6.5,PG,0.5,1.1,1.7,VAN,.510
960,0.7,.459,1.5,1.0,.371,2.8,2.1,25,0.0,1.3,1.7,.401,4.2,0.6,.729,0.9,67,0,NBA,16.2,0.2,1.2,Dahntay Jones ,5.1,PG,0.3,0.9,1.5,DET,.523
961,0.7,.404,1.8,0.9,.364,2.5,1.6,26,0.1,1.2,1.6,.381,4.3,0.4,.741,0.6,49,1,NBA,14.5,0.2,0.9,Dahntay Jones ,4.6,PG,0.4,0.5,1.4,SAC,.486
962,1.4,.446,3.1,1.2,.359,3.3,5.8,27,0.0,1.9,2.6,.401,6.4,0.7,.764,0.9,82,26,NBA,24.6,0.2,1.1,Dahntay Jones ,7.0,PG,0.4,1.3,2.1,MIL,.494
963,1.3,.517,2.5,2.7,.432,6.4,4.3,28,0.1,2.6,4.0,.456,8.9,0.8,.791,1.0,82,66,NBA,31.4,0.2,1.5,Dahntay Jones ,11.6,PG,0.5,1.2,2.8,MIA,.611
964,0.6,.417,1.5,1.7,.377,4.5,2.1,29,0.0,1.5,2.3,.387,6.0,0.4,.640,0.6,82,7,NBA,25.5,0.2,1.4,Dahntay Jones ,6.7,PG,0.5,0.7,1.6,CLE,.530
965,0.8,.387,2.1,1.5,.385,3.9,1.6,30,0.0,1.0,2.3,.386,5.9,0.5,.682,0.7,60,0,NBA,19.6,0.2,0.9,Dahntay Jones ,6.6,PG,0.3,0.6,1.1,CLE,.511
966,0.5,.414,1.3,1.7,.417,4.1,1.9,31,0.0,1.0,2.3,.416,5.4,0.3,.714,0.4,67,3,NBA,19.9,0.1,1.0,Dahntay Jones ,6.5,SG,0.3,0.5,1.1,CLE,.574
967,0.0,.000,0.3,0.6,.393,1.6,0.4,32,0.0,0.3,0.6,.324,1.9,0.0,,0.0,18,0,NBA,6.0,0.0,0.2,Dahntay Jones ,1.8,PG,0.2,0.3,0.3,MIL,.485
