,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,ORB,PF,PLAYER_NAME,PTS,Pos,STL,TOV,TRB,Tm,eFG%
673,4.4,.518,8.6,0.0,,0.0,1.1,28,0.3,6.0,4.4,.518,8.6,1.7,.753,2.3,75,75,NBA,34.1,2.3,2.7,Udonis Haslem ,10.6,PF,0.6,1.1,8.2,MIA,.518
674,4.0,.494,8.1,0.0,,0.0,0.7,29,0.3,5.9,4.0,.494,8.1,1.9,.762,2.5,78,0,NBA,27.9,2.1,2.2,Udonis Haslem ,9.9,PF,0.4,1.0,8.1,MIA,.494
675,3.4,.512,6.6,0.0,,0.0,0.5,30,0.2,5.9,3.4,.512,6.6,1.2,.800,1.5,13,0,NBA,26.5,2.2,3.0,Udonis Haslem ,8.0,PF,0.5,1.1,8.2,MIA,.512
676,2.4,.423,5.6,0.0,,0.0,0.7,31,0.4,5.5,2.4,.423,5.6,1.3,.814,1.6,64,10,NBA,24.8,1.8,2.2,Udonis Haslem ,6.0,PF,0.5,0.9,7.3,MIA,.423
677,1.7,.514,3.3,0.0,,0.0,0.5,32,0.2,4.1,1.7,.514,3.3,0.4,.711,0.6,75,59,NBA,18.9,1.3,2.3,Udonis Haslem ,3.9,PF,0.4,0.6,5.4,MIA,.514
678,1.6,.507,3.2,0.0,,0.0,0.3,33,0.3,2.9,1.6,.507,3.2,0.5,.568,1.0,46,18,NBA,14.2,0.9,1.7,Udonis Haslem ,3.8,PF,0.2,0.5,3.8,MIA,.507
679,1.7,.459,3.7,0.0,.200,0.2,0.7,34,0.2,3.0,1.7,.448,3.9,0.7,.703,1.0,62,25,NBA,16.0,1.1,1.8,Udonis Haslem ,4.2,PF,0.3,0.7,4.2,MIA,.452
680,0.6,.423,1.4,0.0,.111,0.2,0.4,35,0.1,1.8,0.6,.377,1.6,0.3,.750,0.4,37,0,NBA,7.0,0.3,0.7,Udonis Haslem ,1.6,PF,0.1,0.1,2.0,MIA,.385
681,0.7,.550,1.3,0.0,.000,0.2,0.4,36,0.1,1.8,0.7,.478,1.4,0.6,.600,0.9,16,0,NBA,8.1,0.5,1.4,Udonis Haslem ,1.9,C,0.4,0.5,2.3,MIA,.478
682,1.8,.529,3.4,0.2,.143,1.4,2.8,31,0.2,1.8,2.0,.417,4.8,1.2,.667,1.8,5,3,NBA,17.6,0.2,2.0,Ramon Sessions ,5.4,PG,1.0,1.4,2.0,NYK,.438
683,2.9,.710,4.1,0.2,.600,0.3,1.4,37,1.3,2.1,3.1,.701,4.5,0.5,.727,0.7,15,0,NBA,11.7,1.1,1.5,David West ,7.0,C,0.7,1.3,3.2,GSW,.724
684,0.7,.636,1.1,0.0,.000,0.1,0.6,36,0.1,1.1,0.7,.609,1.2,0.3,.625,0.4,20,0,NBA,6.4,0.5,0.9,Nick Collison ,1.7,PF,0.1,0.2,1.6,OKC,.609
685,,,,,,,0.6,22,,,1.6,.356,4.5,1.7,.680,2.5,20,,NBA,14.0,,2.7,Jeff Green ,4.9,SG,,,3.6,PHI,
686,,,,,,,0.0,23,,,1.6,.615,2.6,1.6,1.000,1.6,5,,NBA,9.8,,2.4,Jeff Green ,4.8,SG,,,2.2,PHI,
687,0.3,.333,0.9,0.1,.333,0.4,0.7,36,0.0,0.4,0.4,.333,1.3,0.0,,0.0,7,1,NBA,6.7,0.0,0.4,Jose Calderon ,1.0,PG,0.1,0.7,0.4,CLE,.389
688,0.0,,0.0,0.0,,0.0,0.0,20,0.0,0.0,0.0,,0.0,0.0,,0.0,1,0,NBA,1.0,0.0,0.0,Ivan Rabb ,0.0,PF,0.0,0.0,0.0,MEM,
689,1.1,.500,2.3,0.9,.283,3.3,0.8,30,0.3,2.5,2.1,.371,5.6,0.3,.417,0.8,16,16,NBA,25.4,1.1,2.2,Dante Cunningham ,5.4,SF,0.7,0.3,3.6,NOP,.455
690,2.9,.468,6.1,1.5,.341,4.4,2.2,27,0.1,3.7,4.4,.415,10.5,2.9,.843,3.5,70,24,NBA,25.1,0.3,1.7,Sean Kilpatrick ,13.1,SG,0.6,1.9,4.0,BRK,.486
691,1.1,.360,3.1,0.3,.250,1.0,0.9,21,0.0,1.1,1.4,.333,4.1,1.8,.778,2.3,8,0,NBA,11.8,0.1,1.8,Jawun Evans ,4.8,PG,0.3,0.5,1.3,LAC,.364
692,0.2,.333,0.5,0.3,.286,1.2,0.3,21,0.0,0.5,0.5,.300,1.7,0.3,1.000,0.3,6,0,NBA,5.7,0.0,0.2,Tyler Dorsey ,1.7,SG,0.0,0.7,0.5,ATL,.400
693,1.4,.575,2.5,0.2,.333,0.6,0.4,25,0.8,2.7,1.6,.531,3.1,0.7,.786,0.9,16,1,NBA,12.6,1.6,2.5,Daniel Theis ,4.1,C,0.3,1.3,4.3,BOS,.561
694,0.3,1.000,0.3,0.2,1.000,0.2,0.0,25,0.2,0.7,0.5,1.000,0.5,0.3,.667,0.5,6,0,NBA,3.0,0.0,0.5,Alfonzo McKinnie ,1.5,SF,0.0,0.2,0.7,TOR,1.167
695,0.5,.333,1.5,0.0,,0.0,0.5,25,0.0,0.0,0.5,.333,1.5,0.0,,0.0,2,0,NBA,3.0,1.0,1.5,Khem Birch ,1.0,C,0.0,0.0,1.0,ORL,.333
696,1.3,.400,3.2,0.1,.214,0.3,0.3,22,0.0,0.7,1.4,.383,3.5,1.0,.678,1.4,42,0,NBA,8.5,0.4,0.5,Dakari Johnson ,3.7,SG,0.2,0.7,1.1,POR,.393
697,0.8,.571,1.3,0.8,.444,1.7,1.1,26,0.1,1.3,1.5,.500,3.0,0.4,.583,0.8,16,0,NBA,13.6,0.1,1.3,Brandon Paul ,4.2,SG,0.7,0.9,1.3,SAS,.625
698,1.7,.704,2.5,0.0,,0.0,1.0,23,0.5,1.5,1.7,.704,2.5,0.0,.000,0.1,11,0,NBA,8.8,0.8,1.6,Jordan Bell ,3.5,C,0.5,0.6,2.3,GSW,.704
699,2.2,.451,4.9,1.0,.373,2.8,0.9,23,0.5,2.7,3.2,.423,7.7,0.6,.697,0.9,75,19,NBA,24.0,0.5,1.7,Brandon Rush ,8.1,SG,0.5,1.0,3.1,IND,.490
700,2.1,.433,4.9,1.5,.411,3.7,1.4,24,0.8,3.7,3.6,.423,8.6,0.7,.629,1.1,82,64,NBA,30.4,0.5,1.9,Brandon Rush ,9.4,SG,0.7,1.1,4.2,IND,.511
701,1.9,.425,4.4,1.4,.417,3.3,0.9,25,0.5,2.7,3.2,.421,7.7,1.2,.755,1.6,67,21,NBA,26.2,0.5,1.6,Brandon Rush ,9.1,SG,0.6,1.0,3.2,IND,.512
702,2.1,.544,3.8,1.5,.452,3.4,1.4,26,0.9,3.4,3.6,.501,7.2,1.0,.793,1.3,65,1,NBA,26.4,0.5,1.0,Brandon Rush ,9.8,SF,0.5,1.0,3.9,GSW,.607
703,3.0,.857,3.5,0.0,.000,1.0,1.0,27,0.0,0.5,3.0,.667,4.5,1.0,.667,1.5,2,0,NBA,12.5,0.0,2.5,Brandon Rush ,7.0,SF,0.0,1.5,0.5,GSW,.667
704,0.4,.326,1.1,0.4,.340,1.2,0.6,28,0.2,1.0,0.8,.333,2.4,0.1,.600,0.1,38,0,NBA,11.0,0.1,0.8,Brandon Rush ,2.1,SG,0.1,0.5,1.2,UTA,.422
705,0.2,.296,0.8,0.1,.111,0.8,0.4,29,0.4,1.1,0.3,.204,1.6,0.2,.455,0.3,33,0,NBA,8.2,0.1,0.8,Brandon Rush ,0.9,SG,0.2,0.3,1.2,GSW,.231
706,0.6,.447,1.4,0.9,.414,2.2,0.8,30,0.3,2.2,1.5,.427,3.6,0.3,.643,0.4,72,25,NBA,14.7,0.3,0.8,Brandon Rush ,4.2,SG,0.3,0.5,2.5,GSW,.552
707,0.6,.356,1.6,0.9,.386,2.4,1.0,31,0.5,1.8,1.5,.374,4.0,0.3,.722,0.4,47,33,NBA,21.9,0.3,0.9,Brandon Rush ,4.2,SG,0.5,0.6,2.1,MIN,.492
708,1.1,.424,2.6,0.7,.375,2.0,1.9,32,0.1,0.8,1.9,.403,4.6,0.5,.800,0.6,65,0,NBA,13.8,0.3,1.4,Aaron Brooks ,5.0,PG,0.4,1.0,1.1,IND,.483
709,0.3,.267,1.3,0.0,.000,0.1,0.2,24,0.0,0.3,0.3,.250,1.3,0.5,.857,0.6,12,0,NBA,3.8,0.1,0.8,Damien Wilkins ,1.2,SF-PF,0.0,0.3,0.3,TOT,.250
710,0.0,.000,1.0,0.0,,0.0,0.0,24,0.0,0.5,0.0,.000,1.0,0.0,,0.0,2,0,NBA,3.5,0.0,1.0,Damien Wilkins ,0.0,PF,0.0,0.0,0.5,DET,.000
711,0.4,.308,1.3,0.0,.000,0.1,0.2,24,0.0,0.2,0.4,.286,1.4,0.6,.857,0.7,10,0,NBA,3.8,0.1,0.8,Damien Wilkins ,1.4,SF,0.0,0.4,0.3,LAC,.286
712,1.0,.480,2.1,1.8,.431,4.3,0.5,30,0.3,2.0,2.8,.447,6.3,0.4,.556,0.8,12,0,NBA,11.1,0.4,1.6,Marreese Speights ,7.9,C,0.3,0.5,2.4,ORL,.592
713,2.7,.658,4.1,0.0,.000,0.0,0.2,29,0.9,1.9,2.7,.652,4.1,0.7,.505,1.4,77,10,NBA,9.6,1.3,1.4,JaVale McGee ,6.1,C,0.2,0.5,3.2,GSW,.652
714,2.5,.483,5.2,1.3,.467,2.7,1.2,23,0.2,1.8,3.8,.478,8.0,1.2,.870,1.4,67,17,NBA,22.6,1.2,1.9,Anthony Morrow ,10.1,SG,0.5,0.8,3.0,GSW,.558
715,2.7,.477,5.7,2.0,.456,4.4,1.5,24,0.2,2.9,4.8,.468,10.2,1.5,.886,1.7,69,37,NBA,29.2,0.9,2.3,Anthony Morrow ,13.0,SG,0.9,1.2,3.8,GSW,.568
716,2.9,.469,6.2,1.9,.423,4.5,1.2,25,0.1,2.3,4.8,.450,10.7,1.7,.897,1.8,58,47,NBA,32.0,0.6,2.3,Anthony Morrow ,13.2,SG,0.3,0.9,3.0,NJN,.539
717,2.7,.446,6.0,1.7,.371,4.6,1.0,26,0.1,1.5,4.4,.413,10.6,1.6,.933,1.7,62,18,NBA,26.4,0.5,1.4,Anthony Morrow ,12.0,SG,0.7,1.1,2.0,NJN,.494
718,1.2,.471,2.5,0.4,.372,1.0,0.3,27,0.0,0.5,1.6,.441,3.5,0.5,.909,0.5,41,1,NBA,9.3,0.3,1.0,Anthony Morrow ,4.0,SG,0.3,0.2,0.7,TOT,.497
719,1.3,.438,3.0,0.6,.395,1.6,0.4,27,0.0,0.7,2.0,.423,4.6,0.7,.889,0.8,24,1,NBA,12.5,0.4,1.4,Anthony Morrow ,5.2,SG,0.5,0.2,1.1,ATL,.491
720,0.9,.552,1.7,0.1,.200,0.3,0.2,27,0.0,0.2,1.0,.500,2.0,0.2,1.000,0.2,17,0,NBA,4.8,0.1,0.6,Anthony Morrow ,2.3,SG,0.1,0.2,0.2,DAL,.515
721,2.0,.462,4.3,1.2,.451,2.6,0.8,28,0.2,1.5,3.1,.458,6.8,0.9,.828,1.1,76,9,NBA,18.8,0.4,1.3,Anthony Morrow ,8.4,SG,0.5,0.7,1.8,NOP,.542
722,1.9,.497,3.9,1.9,.434,4.4,0.8,29,0.1,2.1,3.9,.463,8.3,1.1,.888,1.2,74,0,NBA,24.4,0.5,1.8,Anthony Morrow ,10.7,SG,0.7,0.5,2.6,OKC,.578
723,0.8,.442,1.9,1.2,.387,3.0,0.4,30,0.1,0.8,2.0,.408,4.9,0.4,.744,0.6,68,6,NBA,13.6,0.1,0.9,Anthony Morrow ,5.6,SG,0.3,0.3,0.9,OKC,.527
724,1.2,.479,2.4,0.8,.308,2.7,0.5,31,0.0,0.4,2.0,.389,5.1,0.7,.919,0.8,49,7,NBA,14.6,0.2,0.9,Anthony Morrow ,5.5,SG,0.5,0.1,0.6,TOT,.470
725,1.3,.490,2.6,0.9,.294,3.0,0.5,31,0.1,0.5,2.2,.386,5.6,0.6,.885,0.7,40,7,NBA,15.7,0.3,1.0,Anthony Morrow ,5.8,SG,0.6,0.2,0.7,OKC,.464
726,0.7,.400,1.7,0.7,.429,1.6,0.7,31,0.0,0.1,1.3,.414,3.2,1.2,1.000,1.2,9,0,NBA,9.7,0.1,0.4,Anthony Morrow ,4.6,SG,0.2,0.0,0.2,CHI,.517
727,3.5,.545,6.5,0.3,.419,0.8,0.9,28,0.5,2.7,3.9,.532,7.3,1.4,.743,1.9,56,6,NBA,16.7,0.7,1.6,Michael Beasley ,9.4,PF,0.5,1.2,3.4,MIL,.554
728,3.6,.493,7.3,0.2,.232,0.7,1.9,21,0.4,3.6,3.8,.470,8.0,2.4,.823,2.9,80,44,NBA,29.7,2.4,2.3,Josh Childress ,10.1,SG,0.9,1.3,6.0,ATL,.481
729,3.3,.560,5.9,0.4,.492,0.9,1.8,22,0.5,3.4,3.8,.552,6.8,2.1,.766,2.7,74,10,NBA,30.4,1.8,2.5,Josh Childress ,10.0,SF,1.2,1.4,5.2,ATL,.583
730,4.3,.533,8.0,0.5,.338,1.4,2.3,23,0.7,3.9,4.7,.504,9.4,3.0,.795,3.8,55,13,NBA,36.8,2.2,2.1,Josh Childress ,13.0,SG,1.1,1.5,6.2,ATL,.529
731,4.0,.595,6.8,0.3,.367,0.8,1.5,24,0.6,2.6,4.3,.571,7.5,2.9,.807,3.6,76,0,NBA,29.9,2.3,1.7,Josh Childress ,11.8,SF,0.9,1.3,4.9,ATL,.590
732,2.2,.606,3.7,0.0,.063,0.3,0.8,27,0.4,1.6,2.2,.565,4.0,0.5,.492,1.1,54,3,NBA,16.6,1.3,1.3,Josh Childress ,5.0,SG,0.6,0.8,2.9,PHO,.568
733,1.3,.587,2.2,0.1,.167,0.7,1.0,28,0.2,1.9,1.4,.485,2.9,0.0,.000,0.1,34,0,NBA,14.4,0.9,1.1,Josh Childress ,2.9,SF,0.4,0.3,2.8,PHO,.505
734,0.4,.278,1.3,0.1,.333,0.2,0.4,29,0.1,0.6,0.4,.286,1.5,0.1,.500,0.1,14,0,NBA,7.1,0.4,0.2,Josh Childress ,1.0,SF,0.1,0.0,1.1,BRK,.310
735,0.0,,0.0,0.0,,0.0,0.5,30,0.0,0.8,0.0,,0.0,0.0,,0.0,4,0,NBA,6.0,0.0,0.3,Josh Childress ,0.0,SF,0.3,0.3,0.8,NOP,
736,7.0,.487,14.3,0.2,.217,0.9,4.4,28,0.3,2.8,7.2,.471,15.3,3.5,.874,4.0,64,64,NBA,32.5,1.0,1.3,Derrick Rose ,18.0,PG,0.7,2.3,3.8,NYK,.477
737,1.4,.643,2.2,0.2,1.000,0.2,0.8,29,0.5,2.9,1.6,.677,2.4,1.2,.750,1.5,13,0,NBA,10.1,0.4,1.3,Omri Casspi ,4.6,SF,0.3,0.7,3.3,GSW,.726
738,1.9,.439,4.4,0.7,.222,3.0,3.8,31,0.1,2.7,2.6,.351,7.4,2.0,.750,2.7,15,3,NBA,23.7,0.1,3.3,Mario Chalmers ,7.9,PG,1.3,1.7,2.8,MEM,.396
739,1.6,.639,2.6,1.9,.380,5.1,1.0,26,0.3,1.9,3.6,.467,7.6,0.4,.857,0.5,14,0,NBA,21.2,0.4,2.0,Joe Harris ,9.5,SG,0.8,0.4,2.3,BRK,.593
740,1.3,.541,2.3,1.8,.453,4.0,0.8,28,0.2,2.6,3.1,.485,6.3,0.3,.625,0.5,16,7,NBA,20.4,0.3,1.8,Luke Babbitt ,8.3,SF,0.4,0.8,2.9,ATL,.629
741,1.1,.429,2.5,0.2,.364,0.6,0.2,20,0.4,1.5,1.3,.415,3.1,0.8,.619,1.2,17,0,NBA,8.5,0.8,0.6,Christian Wood ,3.6,PF,0.3,0.1,2.2,PHI,.453
742,0.9,.667,1.4,0.0,.000,0.4,0.2,21,0.5,1.2,0.9,.522,1.8,0.8,.733,1.2,13,0,NBA,8.2,1.1,0.8,Christian Wood ,2.7,PF,0.2,0.5,2.2,CHO,.522
743,1.0,.333,3.0,0.5,.250,2.0,0.5,22,0.0,1.5,1.5,.300,5.0,1.0,1.000,1.0,2,0,NBA,11.5,0.5,1.0,Jordan Crawford ,4.5,SF,0.5,0.0,2.0,NYK,.350
744,1.6,.667,2.3,0.0,.000,0.0,0.5,23,0.3,1.2,1.6,.661,2.3,0.5,.703,0.8,49,3,NBA,9.4,0.7,1.0,Jeremy Evans ,3.6,SF,0.3,0.4,2.0,UTA,.661
745,0.9,.659,1.4,0.0,.000,0.0,0.4,24,0.8,1.1,0.9,.643,1.4,0.3,.500,0.6,29,0,NBA,7.5,0.7,0.8,Jeremy Evans ,2.1,SF,0.2,0.2,1.7,UTA,.643
746,0.7,.628,1.2,0.0,.000,0.0,0.3,25,0.4,0.9,0.7,.614,1.2,0.6,.636,0.9,37,0,NBA,5.8,0.7,0.8,Jeremy Evans ,2.0,PF,0.2,0.2,1.6,UTA,.614
747,2.7,.530,5.0,0.0,.000,0.0,0.7,26,0.7,2.9,2.7,.527,5.0,0.8,.680,1.1,66,4,NBA,18.3,1.8,2.1,Jeremy Evans ,6.1,SF,0.6,0.6,4.7,UTA,.527
748,0.8,.566,1.4,0.1,.400,0.1,0.3,27,0.3,1.2,0.8,.552,1.5,0.6,.828,0.8,38,0,NBA,7.0,0.7,0.8,Jeremy Evans ,2.4,SF,0.3,0.1,1.9,UTA,.569
749,0.7,.688,1.1,0.1,.250,0.5,0.1,28,0.3,1.4,0.9,.542,1.6,0.5,.714,0.7,30,2,NBA,8.4,0.4,0.6,Jeremy Evans ,2.4,SF,0.2,0.2,1.8,DAL,.583
750,2.3,.445,5.2,0.1,.080,0.8,3.2,24,0.1,1.5,2.4,.399,6.0,0.7,.767,0.9,33,11,NBA,20.3,0.5,1.1,Donald Sloan ,5.5,PG,0.4,1.5,2.0,TOT,.404
751,0.6,.429,1.4,0.0,.000,0.2,1.0,24,0.0,0.8,0.6,.375,1.6,0.0,,0.0,5,0,NBA,4.0,0.2,0.6,Donald Sloan ,1.2,PG,0.2,0.4,1.0,ATL,.375
752,1.7,.417,4.0,0.0,.000,0.7,2.7,24,0.0,0.3,1.7,.357,4.7,0.7,.500,1.3,3,0,NBA,13.7,0.7,0.7,Donald Sloan ,4.0,PG,0.7,1.7,1.0,NOH,.357
753,2.8,.448,6.2,0.1,.091,0.9,3.7,24,0.1,1.8,2.8,.403,7.0,0.8,.808,1.0,25,11,NBA,24.3,0.6,1.3,Donald Sloan ,6.6,PG,0.4,1.7,2.4,CLE,.409
754,0.9,.339,2.6,0.3,.368,0.8,1.7,25,0.0,1.1,1.2,.346,3.4,0.9,.800,1.1,23,0,NBA,11.4,0.1,0.7,Donald Sloan ,3.5,SG-PG,0.2,0.6,1.2,TOT,.391
755,1.0,.339,3.0,0.4,.368,1.0,1.9,25,0.0,1.3,1.4,.346,3.9,1.0,.800,1.3,20,0,NBA,12.9,0.2,0.9,Donald Sloan ,4.1,SG,0.3,0.7,1.4,CLE,.391
756,0.0,,0.0,0.0,,0.0,0.3,25,0.0,0.0,0.0,,0.0,0.0,,0.0,3,0,NBA,2.0,0.0,0.0,Donald Sloan ,0.0,PG,0.0,0.3,0.0,NOH,
757,0.7,.453,1.6,0.2,.238,0.9,1.0,26,0.0,0.8,0.9,.376,2.4,0.3,.600,0.4,48,1,NBA,8.2,0.1,0.4,Donald Sloan ,2.3,SG,0.2,0.5,0.9,IND,.419
758,2.0,.464,4.2,0.8,.313,2.5,3.6,27,0.0,2.5,2.7,.408,6.7,1.1,.779,1.5,53,21,NBA,20.9,0.2,0.9,Donald Sloan ,7.4,PG,0.4,1.2,2.7,IND,.466
759,1.9,.462,4.1,0.6,.384,1.6,4.4,28,0.1,2.6,2.5,.440,5.7,1.3,.750,1.7,61,33,NBA,21.6,0.3,1.2,Donald Sloan ,7.0,PG,0.5,1.3,2.8,BRK,.494
760,2.6,.545,4.7,0.7,.417,1.7,0.5,29,0.2,3.0,3.3,.511,6.4,0.9,.813,1.1,14,0,NBA,18.6,0.6,1.7,Mike Scott ,8.2,PF,0.2,1.1,3.6,WAS,.567
761,1.7,.435,3.8,0.3,.286,1.2,0.5,24,0.3,1.8,2.0,.400,5.0,1.3,1.000,1.3,6,0,NBA,11.7,0.8,1.0,Johnny OBryant ,5.7,PF,0.3,0.5,2.7,CHO,.433
762,,,,,,,1.2,27,0.1,1.2,3.2,.437,7.4,0.6,.710,0.9,79,,NBA,15.1,0.6,1.7,Christapher Johnson ,7.1,PG,1.0,,1.8,GSW,
763,1.3,.390,3.3,0.3,.245,1.0,0.3,20,0.2,2.0,1.5,.356,4.3,0.8,.638,1.3,52,0,NBA,12.8,0.9,1.8,Anthony Bennett ,4.2,PF,0.4,0.9,3.0,CLE,.384
764,2.1,.431,4.8,0.1,.304,0.4,0.8,21,0.3,2.9,2.2,.421,5.2,0.7,.641,1.1,57,3,NBA,15.7,0.9,1.5,Anthony Bennett ,5.2,PF,0.5,0.6,3.8,MIN,.433
765,0.3,.385,0.7,0.2,.214,0.7,0.0,22,0.0,0.9,0.4,.296,1.4,0.5,.900,0.5,19,0,NBA,4.4,0.3,0.4,Anthony Bennett ,1.5,PF,0.3,0.2,1.2,TOR,.352
766,1.1,.568,1.9,0.6,.271,2.1,0.5,23,0.1,2.3,1.7,.413,4.0,1.1,.722,1.6,23,1,NBA,11.5,1.1,0.8,Anthony Bennett ,5.0,PF,0.2,0.5,3.4,BRK,.484
767,1.3,.500,2.6,0.9,.384,2.3,0.9,21,0.2,1.3,2.1,.446,4.8,1.0,.843,1.1,61,2,NBA,14.8,0.3,0.6,John Jenkins ,6.1,SG,0.2,0.7,1.5,ATL,.536
768,0.9,.500,1.8,0.3,.222,1.4,0.8,22,0.1,1.5,1.2,.381,3.2,0.3,1.000,0.3,13,0,NBA,12.2,0.2,0.8,John Jenkins ,3.1,SG,0.1,0.8,1.7,ATL,.429
769,1.2,.596,2.0,0.9,.404,2.2,0.5,23,0.0,1.5,2.0,.495,4.1,0.7,.842,0.8,24,3,NBA,12.4,0.1,0.6,John Jenkins ,5.6,SG,0.4,0.3,1.6,ATL,.601
770,1.3,.505,2.5,0.4,.314,1.2,0.8,24,0.0,1.1,1.7,.444,3.7,0.5,.833,0.6,43,3,NBA,11.2,0.2,0.5,John Jenkins ,4.1,SG,0.2,0.6,1.3,TOT,.494
771,1.2,.510,2.4,0.1,.158,0.9,0.4,24,0.0,0.9,1.4,.414,3.3,0.4,.889,0.4,21,1,NBA,9.2,0.2,0.5,John Jenkins ,3.3,SG,0.1,0.5,1.0,DAL,.436
772,1.3,.500,2.6,0.6,.406,1.5,1.2,24,0.0,1.4,1.9,.467,4.1,0.5,.800,0.7,22,2,NBA,13.0,0.2,0.5,John Jenkins ,5.0,SG,0.2,0.7,1.6,PHO,.539
773,0.3,.333,0.8,0.3,.500,0.5,0.3,25,0.0,0.3,0.5,.400,1.3,0.5,1.000,0.5,4,0,NBA,3.3,0.0,0.0,John Jenkins ,1.8,SG,0.0,0.0,0.3,PHO,.500
774,0.0,.000,1.0,0.0,,0.0,0.0,26,0.0,1.0,0.0,.000,1.0,0.0,,0.0,1,0,NBA,4.0,0.0,0.0,Isaiah Canaan ,0.0,SG,0.0,0.0,1.0,HOU,.000
775,1.4,.542,2.5,0.1,.139,0.7,0.4,19,0.2,1.2,1.5,.455,3.2,0.7,.673,1.1,52,0,NBA,10.3,0.5,0.9,Archie Goodwin ,3.7,SG,0.4,0.8,1.7,PHO,.470
776,1.6,.419,3.9,0.3,.293,1.0,1.1,20,0.2,1.1,1.9,.393,4.9,1.5,.735,2.0,41,2,NBA,13.0,0.7,1.3,Archie Goodwin ,5.6,SG,0.4,1.2,1.8,PHO,.423
777,2.7,.474,5.7,0.4,.232,1.7,2.1,21,0.2,2.0,3.1,.417,7.4,2.3,.674,3.4,57,13,NBA,19.5,0.5,1.5,Archie Goodwin ,8.9,PG,0.5,1.8,2.5,PHO,.444
778,2.1,.608,3.4,0.3,.333,1.0,1.6,22,0.3,1.4,2.4,.545,4.4,2.2,.786,2.8,15,0,NBA,14.3,0.5,0.5,Archie Goodwin ,7.3,SG,0.3,0.9,1.9,TOT,.583
779,0.3,.333,1.0,0.3,.500,0.7,0.3,22,0.3,0.0,0.7,.400,1.7,3.3,1.000,3.3,3,0,NBA,10.0,0.0,0.3,Archie Goodwin ,5.0,SG,0.0,0.0,0.0,NOP,.500
780,2.5,.625,4.0,0.3,.308,1.1,1.9,22,0.3,1.8,2.8,.557,5.1,1.9,.719,2.7,12,0,NBA,15.3,0.6,0.6,Archie Goodwin ,7.9,SG,0.3,1.2,2.3,BRK,.590
781,0.9,.361,2.6,1.1,.326,3.3,1.9,26,0.0,1.6,2.0,.341,5.9,0.5,.700,0.7,14,0,NBA,18.4,0.1,1.4,Ian Clark ,5.6,SG,0.4,0.9,1.8,NOP,.433
782,,,,,,,2.0,27,,,8.7,.507,17.1,4.3,.756,5.7,81,,NBA,38.1,,3.5,Willie Reed ,21.7,C,,,13.9,NYK,
783,,,,,,,0.7,22,,,1.6,.389,4.2,1.2,.645,1.8,17,,NBA,11.9,,1.3,James Jones ,4.5,SG,,,1.5,TOT,
784,,,,,,,0.3,22,,,1.0,.333,3.0,1.2,.700,1.7,6,,NBA,6.8,,0.5,James Jones ,3.2,SG,,,1.0,PHI,
785,,,,,,,0.9,22,,,2.0,.407,4.9,1.2,.619,1.9,11,,NBA,14.6,,1.7,James Jones ,5.2,SG,,,1.8,CIN,
786,1.1,.358,3.1,0.6,.311,1.9,1.2,27,0.3,2.6,1.7,.340,5.1,1.2,.674,1.8,47,5,NBA,19.7,0.6,2.6,Elijah Millsap ,5.3,SG,1.2,1.4,3.2,UTA,.399
787,0.5,.370,1.4,0.1,.083,0.6,1.0,28,0.2,1.5,0.6,.282,2.0,0.7,.722,0.9,20,0,NBA,8.7,0.3,1.7,Elijah Millsap ,1.8,SG,0.4,0.5,1.8,UTA,.295
788,0.5,.200,2.5,0.0,.000,1.0,0.5,29,0.0,1.5,0.5,.143,3.5,0.5,.500,1.0,2,0,NBA,11.5,1.5,1.0,Elijah Millsap ,1.5,SG,0.0,1.0,3.0,PHO,.143
789,0.7,.423,1.6,0.5,.315,1.5,3.0,21,0.1,0.8,1.2,.371,3.1,0.2,.571,0.3,48,3,NBA,14.6,0.1,1.0,Kendall Marshall ,3.0,PG,0.5,1.2,0.9,PHO,.447
790,1.8,.411,4.5,1.3,.399,3.3,8.8,22,0.1,2.6,3.1,.406,7.8,0.4,.528,0.7,54,45,NBA,29.0,0.3,1.4,Kendall Marshall ,8.0,PG,0.9,2.8,2.9,LAL,.490
791,1.0,.509,2.0,0.6,.391,1.6,3.1,23,0.0,0.9,1.6,.455,3.6,0.3,.889,0.3,28,3,NBA,14.9,0.1,0.9,Kendall Marshall ,4.2,PG,0.8,1.3,1.0,MIL,.545
792,0.9,.391,2.3,0.5,.327,1.6,2.4,24,0.1,0.9,1.4,.364,3.9,0.3,.692,0.4,30,6,NBA,13.3,0.1,1.0,Kendall Marshall ,3.7,PG,0.5,1.4,0.9,PHI,.432
793,0.4,.667,0.6,0.8,.250,3.2,0.0,25,0.0,1.2,1.2,.316,3.8,1.6,.889,1.8,5,0,NBA,12.4,0.2,0.2,Jarell Eddie ,4.8,SF,0.2,0.2,1.4,PHO,.421
794,0.5,.550,0.9,0.1,.182,0.5,1.7,23,0.3,0.9,0.6,.419,1.4,0.4,.727,0.5,22,2,NBA,8.1,0.2,0.8,Julyan Stone ,1.6,SG,0.4,0.5,1.1,DEN,.452
